call_id,chunk_id,speaker,text
20240815_1508,2,CUSTOMER,tak słucham
20240815_1508,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1508,4,CUSTOMER,dziękuję za informację
20240815_1508,5,ADVISOR,cieszę się
20240815_1508,6,CUSTOMER,dziękuję
20240815_1509,1,ADVISOR,halo dzień dobry tu grzegorz kowalczyk z banku bps rozmawiam z panem/panią michał?
20240815_1509,2,CUSTOMER,tak słucham
20240815_1509,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1509,4,CUSTOMER,dziękuję za informację
20240815_1509,5,ADVISOR,w porządku
20240815_1509,6,CUSTOMER,do widzenia
20240815_1510,1,ADVISOR,halo dzień dobry tu anna kowalska z banku millennium rozmawiam z panem/panią jan?
20240815_1510,2,CUSTOMER,tak słucham
20240815_1510,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1510,4,CUSTOMER,dziękuję za informację
20240815_1510,5,ADVISOR,świetnie dziękuję
20240815_1510,6,CUSTOMER,do widzenia
20240815_1511,1,ADVISOR,halo dzień dobry tu katarzyna wiśniewska z banku santander rozmawiam z panem/panią maria?
20240815_1511,2,CUSTOMER,tak słucham
20240815_1511,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1511,4,CUSTOMER,tak wszystko w porządku
20240815_1511,5,ADVISOR,w porządku
20240815_1511,6,CUSTOMER,dziękuję
20240815_1512,1,ADVISOR,halo dzień dobry tu olga król z banku handlowy rozmawiam z panem/panią paweł?
20240815_1512,2,CUSTOMER,tak słucham
20240815_1512,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1512,4,CUSTOMER,dziękuję za informację
20240815_1512,5,ADVISOR,w porządku
20240815_1512,6,CUSTOMER,dziękuję
20240815_1513,1,ADVISOR,halo dzień dobry tu barbara nowak z banku alior rozmawiam z panem/panią marek?
20240815_1513,2,CUSTOMER,tak słucham ale mam gości może później?
20240815_1513,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1513,4,CUSTOMER,tak pamiętam
20240815_1513,5,ADVISOR,w porządku
20240815_1513,6,CUSTOMER,miłego dnia
20240815_1514,1,ADVISOR,halo dzień dobry tu monika rutkowska z banku ing rozmawiam z panem/panią katarzyna?
20240815_1514,2,CUSTOMER,tak słucham ale właśnie jem obiad
20240815_1514,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1514,4,CUSTOMER,tak pamiętam
20240815_1514,5,ADVISOR,świetnie dziękuję
20240815_1514,6,CUSTOMER,dziękuję
20240815_1515,1,ADVISOR,halo dzień dobry tu krzysztof nowak z banku credit agricole rozmawiam z panem/panią paweł?
20240815_1515,2,CUSTOMER,tak słucham
20240815_1515,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1515,4,CUSTOMER,tak pamiętam
20240815_1515,5,ADVISOR,w porządku
20240815_1515,6,CUSTOMER,miłego dnia
20240815_1516,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku pekao rozmawiam z panem/panią marta?
20240815_1516,2,CUSTOMER,tak słucham
20240815_1516,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1516,4,CUSTOMER,tak pamiętam
20240815_1516,5,ADVISOR,świetnie dziękuję
20240815_1516,6,CUSTOMER,dziękuję
20240815_1517,1,ADVISOR,halo dzień dobry tu grzegorz kowalczyk z banku eurobank rozmawiam z panem/panią ewa?
20240815_1517,2,CUSTOMER,tak słucham
20240815_1517,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1517,4,CUSTOMER,dziękuję za informację
20240815_1517,5,ADVISOR,cieszę się
20240815_1517,6,CUSTOMER,do widzenia
20240815_1518,1,ADVISOR,halo dzień dobry tu rafał nowicki z banku pekao rozmawiam z panem/panią maria?
20240815_1518,2,CUSTOMER,tak słucham ale prowadzę auto nie powinienem rozmawiać
20240815_1518,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1518,4,CUSTOMER,dziękuję za informację
20240815_1518,5,ADVISOR,cieszę się
20240815_1518,6,CUSTOMER,miłego dnia
20240815_1519,1,ADVISOR,halo dzień dobry tu justyna kowalczyk z banku getin rozmawiam z panem/panią jan?
20240815_1519,2,CUSTOMER,tak słucham
20240815_1519,3,ADVISOR,dzwonię żeby sprawdzam czy wszystko w porządku z kontem
20240815_1519,4,CUSTOMER,tak pamiętam
20240815_1519,5,ADVISOR,cieszę się
20240815_1519,6,CUSTOMER,miłego dnia
20240815_1520,1,ADVISOR,halo dzień dobry tu beata mazur z banku ing rozmawiam z panem/panią michał?
20240815_1520,2,CUSTOMER,tak słucham
20240815_1520,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1520,4,CUSTOMER,tak wszystko w porządku
20240815_1520,5,ADVISOR,cieszę się
20240815_1520,6,CUSTOMER,do widzenia
20240815_1521,1,ADVISOR,halo dzień dobry tu robert mazur z banku santander rozmawiam z panem/panią ewa?
20240815_1521,2,CUSTOMER,tak słucham ale mam gości może później?
20240815_1521,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1521,4,CUSTOMER,dziękuję za informację
20240815_1521,5,ADVISOR,w porządku
20240815_1521,6,CUSTOMER,dziękuję
20240815_1522,1,ADVISOR,halo dzień dobry tu justyna kowalczyk z banku mbank rozmawiam z panem/panią marek?
20240815_1522,2,CUSTOMER,tak słucham ale jestem w pracy może szybko?
20240815_1522,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1522,4,CUSTOMER,dziękuję za informację
20240815_1522,5,ADVISOR,w porządku
20240815_1522,6,CUSTOMER,dziękuję
20240815_1523,1,ADVISOR,halo dzień dobry tu katarzyna wiśniewska z banku pko bp rozmawiam z panem/panią marek?
20240815_1523,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_1523,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1523,4,CUSTOMER,tak wszystko w porządku
20240815_1523,5,ADVISOR,świetnie dziękuję
20240815_1523,6,CUSTOMER,do widzenia
20240815_1524,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku credit agricole rozmawiam z panem/panią marek?
20240815_1524,2,CUSTOMER,tak słucham ale właśnie jem obiad
20240815_1524,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1524,4,CUSTOMER,dziękuję za informację
20240815_1524,5,ADVISOR,w porządku
20240815_1524,6,CUSTOMER,dziękuję
20240815_1525,1,ADVISOR,halo dzień dobry tu filip lewandowski z banku pekao rozmawiam z panem/panią marta?
20240815_1525,2,CUSTOMER,tak słucham
20240815_1525,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1525,4,CUSTOMER,tak wszystko w porządku
20240815_1525,5,ADVISOR,cieszę się
20240815_1525,6,CUSTOMER,miłego dnia
20240815_1526,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku pocztowy rozmawiam z panem/panią beata?
20240815_1526,2,CUSTOMER,tak słucham
20240815_1526,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1526,4,CUSTOMER,tak wszystko w porządku
20240815_1526,5,ADVISOR,w porządku
20240815_1526,6,CUSTOMER,dziękuję
20240815_1527,1,ADVISOR,halo dzień dobry tu krzysztof nowak z banku pocztowy rozmawiam z panem/panią beata?
20240815_1527,2,CUSTOMER,tak słucham
20240815_1527,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1527,4,CUSTOMER,tak pamiętam
20240815_1527,5,ADVISOR,w porządku
20240815_1527,6,CUSTOMER,dziękuję
20240815_1528,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku bps rozmawiam z panem/panią maria?
20240815_1528,2,CUSTOMER,tak słucham
20240815_1528,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1528,4,CUSTOMER,dziękuję za informację
20240815_1528,5,ADVISOR,świetnie dziękuję
20240815_1528,6,CUSTOMER,do widzenia
20240815_1529,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku alior rozmawiam z panem/panią piotr?
20240815_1529,2,CUSTOMER,tak słucham
20240815_1529,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1529,4,CUSTOMER,tak pamiętam
20240815_1529,5,ADVISOR,cieszę się
20240815_1529,6,CUSTOMER,miłego dnia
20240815_1530,1,ADVISOR,halo dzień dobry tu tomasz wiśniewski z banku pekao rozmawiam z panem/panią michał?
20240815_1530,2,CUSTOMER,tak słucham
20240815_1530,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1530,4,CUSTOMER,tak wszystko w porządku
20240815_1530,5,ADVISOR,w porządku
20240815_1530,6,CUSTOMER,do widzenia
20240815_1531,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku eurobank rozmawiam z panem/panią michał?
20240815_1531,2,CUSTOMER,tak słucham
20240815_1531,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1531,4,CUSTOMER,dziękuję za informację
20240815_1531,5,ADVISOR,cieszę się
20240815_1531,6,CUSTOMER,do widzenia
20240815_1532,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku bzwbk rozmawiam z panem/panią paweł?
20240815_1532,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_1532,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1532,4,CUSTOMER,tak pamiętam
20240815_1532,5,ADVISOR,świetnie dziękuję
20240815_1532,6,CUSTOMER,dziękuję
20240815_1533,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku bzwbk rozmawiam z panem/panią maria?
20240815_1533,2,CUSTOMER,tak słucham
20240815_1533,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1533,4,CUSTOMER,tak wszystko w porządku
20240815_1533,5,ADVISOR,cieszę się
20240815_1533,6,CUSTOMER,miłego dnia
20240815_1534,1,ADVISOR,halo dzień dobry tu grzegorz kowalczyk z banku getin rozmawiam z panem/panią marek?
20240815_1534,2,CUSTOMER,tak słucham
20240815_1534,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1534,4,CUSTOMER,tak pamiętam
20240815_1534,5,ADVISOR,świetnie dziękuję
20240815_1534,6,CUSTOMER,miłego dnia
20240815_1535,1,ADVISOR,halo dzień dobry tu paweł kowalski z banku handlowy rozmawiam z panem/panią paweł?
20240815_1535,2,CUSTOMER,tak słucham ale jestem w pracy może szybko?
20240815_1535,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1535,4,CUSTOMER,dziękuję za informację
20240815_1535,5,ADVISOR,cieszę się
20240815_1535,6,CUSTOMER,dziękuję
20240815_1536,1,ADVISOR,halo dzień dobry tu tomasz wiśniewski z banku pko bp rozmawiam z panem/panią katarzyna?
20240815_1536,2,CUSTOMER,tak słucham
20240815_1536,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1536,4,CUSTOMER,tak pamiętam
20240815_1536,5,ADVISOR,cieszę się
20240815_1536,6,CUSTOMER,miłego dnia
20240815_1537,1,ADVISOR,halo dzień dobry tu filip lewandowski z banku credit agricole rozmawiam z panem/panią agnieszka?
20240815_1537,2,CUSTOMER,tak słucham
20240815_1537,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1537,4,CUSTOMER,tak pamiętam
20240815_1537,5,ADVISOR,cieszę się
20240815_1537,6,CUSTOMER,miłego dnia
20240815_1538,1,ADVISOR,halo dzień dobry tu monika rutkowska z banku credit agricole rozmawiam z panem/panią marek?
20240815_1538,2,CUSTOMER,tak słucham
20240815_1538,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1538,4,CUSTOMER,dziękuję za informację
20240815_1538,5,ADVISOR,w porządku
20240815_1538,6,CUSTOMER,dziękuję
20240815_1539,1,ADVISOR,halo dzień dobry tu katarzyna wiśniewska z banku pekao rozmawiam z panem/panią jan?
20240815_1539,2,CUSTOMER,tak słucham
20240815_1539,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1539,4,CUSTOMER,tak pamiętam
20240815_1539,5,ADVISOR,cieszę się
20240815_1539,6,CUSTOMER,do widzenia
20240815_1540,1,ADVISOR,halo dzień dobry tu beata mazur z banku alior rozmawiam z panem/panią tomasz?
20240815_1540,2,CUSTOMER,tak słucham
20240815_1540,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1540,4,CUSTOMER,dziękuję za informację
20240815_1540,5,ADVISOR,świetnie dziękuję
20240815_1540,6,CUSTOMER,miłego dnia
20240815_1541,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku credit agricole rozmawiam z panem/panią paweł?
20240815_1541,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_1541,3,ADVISOR,dzwonię żeby sprawdzam czy wszystko w porządku z kontem
20240815_1541,4,CUSTOMER,tak pamiętam
20240815_1541,5,ADVISOR,świetnie dziękuję
20240815_1541,6,CUSTOMER,do widzenia
20240815_1542,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku pko bp rozmawiam z panem/panią ewa?
20240815_1542,2,CUSTOMER,tak słucham ale mam gości może później?
20240815_1542,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1542,4,CUSTOMER,dziękuję za informację
20240815_1542,5,ADVISOR,w porządku
20240815_1542,6,CUSTOMER,miłego dnia
20240815_1543,1,ADVISOR,halo dzień dobry tu robert mazur z banku bps rozmawiam z panem/panią maria?
20240815_1543,2,CUSTOMER,tak słucham ale mam gości może później?
20240815_1543,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1543,4,CUSTOMER,dziękuję za informację
20240815_1543,5,ADVISOR,w porządku
20240815_1543,6,CUSTOMER,do widzenia
20240815_1544,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku pekao rozmawiam z panem/panią jan?
20240815_1544,2,CUSTOMER,tak słucham
20240815_1544,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1544,4,CUSTOMER,dziękuję za informację
20240815_1544,5,ADVISOR,w porządku
20240815_1544,6,CUSTOMER,miłego dnia
20240815_1545,1,ADVISOR,halo dzień dobry tu barbara nowak z banku bps rozmawiam z panem/panią sebastian?
20240815_1545,2,CUSTOMER,tak słucham
20240815_1545,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1545,4,CUSTOMER,tak wszystko w porządku
20240815_1545,5,ADVISOR,świetnie dziękuję
20240815_1545,6,CUSTOMER,dziękuję
20240815_1546,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku handlowy rozmawiam z panem/panią katarzyna?
20240815_1546,2,CUSTOMER,tak słucham
20240815_1546,3,ADVISOR,dzwonię żeby przypominam o terminie płatności
20240815_1546,4,CUSTOMER,tak pamiętam
20240815_1546,5,ADVISOR,cieszę się
20240815_1546,6,CUSTOMER,dziękuję
20240815_1547,1,ADVISOR,halo dzień dobry tu anna kowalska z banku bps rozmawiam z panem/panią jakub?
20240815_1547,2,CUSTOMER,tak słucham
20240815_1547,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1547,4,CUSTOMER,tak wszystko w porządku
20240815_1547,5,ADVISOR,świetnie dziękuję
20240815_1547,6,CUSTOMER,miłego dnia
20240815_1548,1,ADVISOR,halo dzień dobry tu anna kowalska z banku bzwbk rozmawiam z panem/panią katarzyna?
20240815_1548,2,CUSTOMER,tak słucham
20240815_1548,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1548,4,CUSTOMER,tak pamiętam
20240815_1548,5,ADVISOR,cieszę się
20240815_1548,6,CUSTOMER,dziękuję
20240815_1549,1,ADVISOR,halo dzień dobry tu marcin dąbrowski z banku bps rozmawiam z panem/panią sebastian?
20240815_1549,2,CUSTOMER,tak słucham
20240815_1549,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1549,4,CUSTOMER,tak pamiętam
20240815_1549,5,ADVISOR,świetnie dziękuję
20240815_1549,6,CUSTOMER,do widzenia
20240815_1550,1,ADVISOR,halo dzień dobry tu barbara nowak z banku santander rozmawiam z panem/panią maria?
20240815_1550,2,CUSTOMER,tak słucham
20240815_1550,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1550,4,CUSTOMER,tak wszystko w porządku
20240815_1550,5,ADVISOR,cieszę się
20240815_1550,6,CUSTOMER,do widzenia
20240815_1551,1,ADVISOR,halo dzień dobry tu barbara nowak z banku ing rozmawiam z panem/panią tomasz?
20240815_1551,2,CUSTOMER,tak słucham
20240815_1551,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1551,4,CUSTOMER,dziękuję za informację
20240815_1551,5,ADVISOR,świetnie dziękuję
20240815_1551,6,CUSTOMER,dziękuję
20240815_1552,1,ADVISOR,halo dzień dobry tu grzegorz kowalczyk z banku ing rozmawiam z panem/panią agnieszka?
20240815_1552,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_1552,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1552,4,CUSTOMER,dziękuję za informację
20240815_1552,5,ADVISOR,w porządku
20240815_1552,6,CUSTOMER,dziękuję
20240815_1553,1,ADVISOR,halo dzień dobry tu beata mazur z banku millennium rozmawiam z panem/panią agnieszka?
20240815_1553,2,CUSTOMER,tak słucham
20240815_1553,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1553,4,CUSTOMER,dziękuję za informację
20240815_1553,5,ADVISOR,świetnie dziękuję
20240815_1553,6,CUSTOMER,dziękuję
20240815_1554,1,ADVISOR,halo dzień dobry tu barbara nowak z banku pekao rozmawiam z panem/panią marek?
20240815_1554,2,CUSTOMER,tak słucham ale jestem w pracy może szybko?
20240815_1554,3,ADVISOR,dzwonię żeby sprawdzam czy wszystko w porządku z kontem
20240815_1554,4,CUSTOMER,tak pamiętam
20240815_1554,5,ADVISOR,cieszę się
20240815_1554,6,CUSTOMER,do widzenia
20240815_1555,1,ADVISOR,halo dzień dobry tu monika rutkowska z banku getin rozmawiam z panem/panią ewa?
20240815_1555,2,CUSTOMER,tak słucham
20240815_1555,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1555,4,CUSTOMER,tak pamiętam
20240815_1555,5,ADVISOR,cieszę się
20240815_1555,6,CUSTOMER,do widzenia
20240815_1556,1,ADVISOR,halo dzień dobry tu beata mazur z banku handlowy rozmawiam z panem/panią agnieszka?
20240815_1556,2,CUSTOMER,tak słucham
20240815_1556,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1556,4,CUSTOMER,tak wszystko w porządku
20240815_1556,5,ADVISOR,w porządku
20240815_1556,6,CUSTOMER,do widzenia
20240815_1557,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku getin rozmawiam z panem/panią marta?
20240815_1557,2,CUSTOMER,tak słucham
20240815_1557,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1557,4,CUSTOMER,tak wszystko w porządku
20240815_1557,5,ADVISOR,w porządku
20240815_1557,6,CUSTOMER,miłego dnia
20240815_1558,1,ADVISOR,halo dzień dobry tu filip lewandowski z banku getin rozmawiam z panem/panią marek?
20240815_1558,2,CUSTOMER,tak słucham
20240815_1558,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1558,4,CUSTOMER,tak wszystko w porządku
20240815_1558,5,ADVISOR,cieszę się
20240815_1558,6,CUSTOMER,miłego dnia
20240815_1559,1,ADVISOR,halo dzień dobry tu tomasz wiśniewski z banku pko bp rozmawiam z panem/panią tomasz?
20240815_1559,2,CUSTOMER,tak słucham
20240815_1559,3,ADVISOR,dzwonię żeby sprawdzam czy wszystko w porządku z kontem
20240815_1559,4,CUSTOMER,tak pamiętam
20240815_1559,5,ADVISOR,cieszę się
20240815_1559,6,CUSTOMER,dziękuję
20240815_1560,1,ADVISOR,halo dzień dobry tu robert mazur z banku bps rozmawiam z panem/panią beata?
20240815_1560,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_1560,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1560,4,CUSTOMER,tak pamiętam
20240815_1560,5,ADVISOR,cieszę się
20240815_1560,6,CUSTOMER,do widzenia
20240815_1561,1,ADVISOR,halo dzień dobry tu monika rutkowska z banku pekao rozmawiam z panem/panią ewa?
20240815_1561,2,CUSTOMER,tak słucham
20240815_1561,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1561,4,CUSTOMER,tak wszystko w porządku
20240815_1561,5,ADVISOR,cieszę się
20240815_1561,6,CUSTOMER,do widzenia
20240815_1562,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku mbank rozmawiam z panem/panią paweł?
20240815_1562,2,CUSTOMER,tak słucham
20240815_1562,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1562,4,CUSTOMER,tak wszystko w porządku
20240815_1562,5,ADVISOR,cieszę się
20240815_1562,6,CUSTOMER,do widzenia
20240815_1563,1,ADVISOR,halo dzień dobry tu filip lewandowski z banku millennium rozmawiam z panem/panią jan?
20240815_1563,2,CUSTOMER,tak słucham
20240815_1563,3,ADVISOR,dzwonię żeby sprawdzam czy wszystko w porządku z kontem
20240815_1563,4,CUSTOMER,tak wszystko w porządku
20240815_1563,5,ADVISOR,cieszę się
20240815_1563,6,CUSTOMER,miłego dnia
20240815_1564,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku handlowy rozmawiam z panem/panią marek?
20240815_1564,2,CUSTOMER,tak słucham
20240815_1564,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1564,4,CUSTOMER,dziękuję za informację
20240815_1564,5,ADVISOR,świetnie dziękuję
20240815_1564,6,CUSTOMER,dziękuję
20240815_1565,1,ADVISOR,halo dzień dobry tu beata mazur z banku mbank rozmawiam z panem/panią piotr?
20240815_1565,2,CUSTOMER,tak słucham
20240815_1565,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1565,4,CUSTOMER,tak pamiętam
20240815_1565,5,ADVISOR,cieszę się
20240815_1565,6,CUSTOMER,do widzenia
20240815_1566,1,ADVISOR,halo dzień dobry tu agnieszka dąbrowska z banku pocztowy rozmawiam z panem/panią anna?
20240815_1566,2,CUSTOMER,tak słucham ale dziecko płacze może wieczorem?
20240815_1566,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1566,4,CUSTOMER,tak pamiętam
20240815_1566,5,ADVISOR,w porządku
20240815_1566,6,CUSTOMER,dziękuję
20240815_1567,1,ADVISOR,halo dzień dobry tu filip lewandowski z banku ing rozmawiam z panem/panią michał?
20240815_1567,2,CUSTOMER,tak słucham
20240815_1567,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1567,4,CUSTOMER,tak pamiętam
20240815_1567,5,ADVISOR,świetnie dziękuję
20240815_1567,6,CUSTOMER,do widzenia
20240815_1568,1,ADVISOR,halo dzień dobry tu katarzyna wiśniewska z banku pko bp rozmawiam z panem/panią marta?
20240815_1568,2,CUSTOMER,tak słucham
20240815_1568,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1568,4,CUSTOMER,dziękuję za informację
20240815_1568,5,ADVISOR,świetnie dziękuję
20240815_1568,6,CUSTOMER,do widzenia
20240815_1569,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku bps rozmawiam z panem/panią maria?
20240815_1569,2,CUSTOMER,tak słucham
20240815_1569,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1569,4,CUSTOMER,dziękuję za informację
20240815_1569,5,ADVISOR,w porządku
20240815_1569,6,CUSTOMER,dziękuję
20240815_1570,1,ADVISOR,halo dzień dobry tu sylwia nowakowska z banku bzwbk rozmawiam z panem/panią beata?
20240815_1570,2,CUSTOMER,tak słucham ale ale właśnie jadę na spotkanie
20240815_1570,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1570,4,CUSTOMER,dziękuję za informację
20240815_1570,5,ADVISOR,w porządku
20240815_1570,6,CUSTOMER,miłego dnia
20240815_1571,1,ADVISOR,halo dzień dobry tu paweł kowalski z banku bps rozmawiam z panem/panią tomasz?
20240815_1571,2,CUSTOMER,tak słucham ale jestem w sklepie
20240815_1571,3,ADVISOR,dzwonię żeby informuję o zmianie regulaminu
20240815_1571,4,CUSTOMER,tak pamiętam
20240815_1571,5,ADVISOR,świetnie dziękuję
20240815_1571,6,CUSTOMER,miłego dnia
20240815_1572,1,ADVISOR,halo dzień dobry tu robert mazur z banku volkswagen rozmawiam z panem/panią beata?
20240815_1572,2,CUSTOMER,tak słucham
20240815_1572,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1572,4,CUSTOMER,dziękuję za informację
20240815_1572,5,ADVISOR,cieszę się
20240815_1572,6,CUSTOMER,dziękuję
20240815_1573,1,ADVISOR,halo dzień dobry tu robert mazur z banku pko bp rozmawiam z panem/panią agnieszka?
20240815_1573,2,CUSTOMER,tak słucham
20240815_1573,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1573,4,CUSTOMER,tak wszystko w porządku
20240815_1573,5,ADVISOR,w porządku
20240815_1573,6,CUSTOMER,dziękuję
20240815_1574,1,ADVISOR,halo dzień dobry tu adam wiśniewski z banku bzwbk rozmawiam z panem/panią sebastian?
20240815_1574,2,CUSTOMER,tak słucham
20240815_1574,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1574,4,CUSTOMER,tak pamiętam
20240815_1574,5,ADVISOR,świetnie dziękuję
20240815_1574,6,CUSTOMER,miłego dnia
20240815_1575,1,ADVISOR,halo dzień dobry tu monika rutkowska z banku pko bp rozmawiam z panem/panią ewa?
20240815_1575,2,CUSTOMER,tak słucham
20240815_1575,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1575,4,CUSTOMER,dziękuję za informację
20240815_1575,5,ADVISOR,w porządku
20240815_1575,6,CUSTOMER,dziękuję
20240815_1576,1,ADVISOR,halo dzień dobry tu barbara nowak z banku ing rozmawiam z panem/panią jan?
20240815_1576,2,CUSTOMER,tak słucham
20240815_1576,3,ADVISOR,dzwonię żeby potwierdzam otrzymanie dokumentów
20240815_1576,4,CUSTOMER,tak pamiętam
20240815_1576,5,ADVISOR,w porządku
20240815_1576,6,CUSTOMER,miłego dnia
20240815_1577,1,ADVISOR,halo dzień dobry tu michał rutkowski z banku pekao rozmawiam z panem/panią maria?
20240815_1577,2,CUSTOMER,tak słucham
20240815_1577,3,ADVISOR,dzwonię żeby blokada/odblokowanie karty
20240815_1577,4,CUSTOMER,tak pamiętam
20240815_1577,5,ADVISOR,cieszę się
20240815_1577,6,CUSTOMER,miłego dnia
20240815_1578,1,ADVISOR,halo dzień dobry tu paweł kowalski z banku mbank rozmawiam z panem/panią piotr?
20240815_1578,2,CUSTOMER,tak słucham
20240815_1578,3,ADVISOR,dzwonię żeby sprawdzam czy wszystko w porządku z kontem
20240815_1578,4,CUSTOMER,dziękuję za informację
20240815_1578,5,ADVISOR,w porządku
20240815_1578,6,CUSTOMER,dziękuję
20240815_1579,1,ADVISOR,halo dzień dobry tu michał rutkowski z banku santander rozmawiam z panem/panią katarzyna?
20240815_1579,2,CUSTOMER,tak słucham
20240815_1579,3,ADVISOR,dzwonię żeby aktywacja nowej karty
20240815_1579,4,CUSTOMER,dziękuję za informację
20240815_1579,5,ADVISOR,cieszę się
20240815_1579,6,CUSTOMER,miłego dnia
20240815_1580,1,ADVISOR,halo dzień dobry tu magdalena lewandowska z banku getin rozmawiam z panem/panią sebastian?
20240815_1580,2,CUSTOMER,tak słucham ale mam gości może później?
