Cel_biznesowy,KORZYSCIE_DLA_BANKU_OBSZARU_ZESPOLU,KPI,Korzyść_dla_Banku_Obszaru_Zespołu,NAZWA_PROJEKT,NUMER,OPIS_CO_BADAMY,Opis,PRIORYTET,PROBLEM,Projekt,STATUS,STRUMIEN,TAI_refined_zadania,TAI_tagi,TAI_tagi_list,TAI_tagi_normalized,TAI_tok_myslenia,TAI_uwagi,TYP,WHISPER_NEXIDIA,Zespol_zglaszajacy_potrzebe,dodatkowe,pipeline_key,pipeline_tags,pipeline::frazy-binary,"pipeline::frazy-binary, frazy-clustering, frazy-ekstrakcja","pipeline::frazy-binary, frazy-clustering, frazy-ekstrakcja, frazy-klient-sentyment","pipeline::frazy-binary, frazy-clustering, frazy-klient-sentyment","pipeline::frazy-binary, frazy-ekstrakcja","pipeline::frazy-binary, frazy-klient-ekstrakcja",pipeline::frazy-binaryx2,"pipeline::frazy-binaryx2, frazy-clustering, frazy-ekstrakcja","pipeline::frazy-clustering, frazy-ekstrakcja",pipeline::frazy-ekstrakcja,pipeline::frazy-emocje,pipeline::frazy-klient-ekstrakcja
NPS,,NPS,"Analiza tonacji i słownictwa klienta/doradcy, np. flustracja, niezadowolenie. Wzrost NPS i retencji",,,,"W jaki sposób zmieniała się rozmowa np. rozpoczynała się pozytywnie, a kończyła negatywnie",,,Sentyment rozmowy,,,Jak zmienia się sentyment rozmowy w czasie jej trwania i jakie czynniki wpływają na te zmiany?,"nps, sentyment-czasowy, segmentacja-rozmowy, diarization-tekstowa, frazy-emocje, timeline-analiza","['nps', 'sentyment-czasowy', 'segmentacja-rozmowy', 'diarization-tekstowa', 'frazy-emocje', 'timeline-analiza']","nps, sentyment-czasowy, segmentacja-rozmowy, diarization-tekstowa, frazy-emocje, timeline-analiza",1) Segmentacja transkrypcji; 2) Klient vs doradca; 3) Sentyment/emocje per segment i trend.,wieloetapowe:3,,,ZRKiWS,,frazy-emocje,frazy-emocje,0,0,0,0,0,0,0,0,0,0,1,0
Wzrost sprzedaży,,"SC, E2E","Digitalizacja selfservice,",,,,Wykrywanie fraz dotyczących propozycji wspólnego przejścia założenia produktu w bankowości elektronicznej,,,Propozycja finalizacji zdalnej,,,Czy doradca zaproponował asystę digital i wspólne przejście procesu zdalnego?,"self-service, asysta-digital, frazy-binary, finalizacja-zdalna","['self-service', 'asysta-digital', 'frazy-binary', 'finalizacja-zdalna']","self-service, asysta-digital, frazy-binary, finalizacja-zdalna",Binary detekcja fraz asysty digital i CTA do przejścia procesu; raport udziału.,,,,ZRKiWS,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
Wzrost sprzedaży,,"SC, E2E","Pozwoli na stałą weryfikację wykorzystywania ofert specjalnych w Banku, wyodrębnimy doradców, którzy nie mają skłonności do propozycji dodatkowych opcji dla klientów",,,,"najlepsze rozwiązania i promocje, które dzieją się w Banku",,,Oferty specjalne/Promocje,,,Jak wykrywać odniesienia do ofert/promocji i mierzyć ich użycie per temat/produkt?,"promocje, frazy-binary, frazy-ekstrakcja, baza-wektorowa-promocji, retrieval+reranking,","['promocje', 'frazy-binary', 'frazy-ekstrakcja', 'baza-wektorowa-promocji', 'retrieval+reranking']","promocje, frazy-binary, frazy-ekstrakcja, baza-wektorowa-promocji, retrieval+reranking",1) Słownik/wektorowa baza promocji; 2) Detekcja i ekstrakcja; 3) Agregacja vs sprzedaż.,wieloetapowe:3,,,ZRKiWS,"potencjał do mierzenia nie tylko per doradx, ale również per produkt - czym mamy wystarczającą ilość proponowania danego produktu/rpomocji (w np. wybranych grupach, z podziałem na segmenty), i porównywać przy jakiej ilości propozycji obserwujemy wystarczającą sprzedaż","frazy-binary, frazy-ekstrakcja","frazy-binary, frazy-ekstrakcja",0,0,0,0,1,0,0,0,0,0,0,0
Wzrost sprzedaży,,SC,"weryfikacja skuteczności poleceń na dany produkt, poprawa skryptów rozmowy, materiałów wspierajacych",,,,"Wykrywa nazwę produktu lub kategorię np. polecenie konkretnej karty oraz użytej propozycji sprzedażowej, porównujemy z raportem sprzedażowym czy była sprzedaż",,,Weryfikacja jakie propozycje są najbardziej skuteczne per produkt,,,Które frazy/oferty dla danego produktu korelują ze sprzedażą?,"produkt-NER,baza-wektorowa, frazy-ekstrakcja, frazy-clustering, join-z-CRM, uplift-analiza","['produkt-ner', 'baza-wektorowa', 'frazy-ekstrakcja', 'frazy-clustering', 'join-z-crm', 'uplift-analiza']","produkt-ner, baza-wektorowa, frazy-ekstrakcja, frazy-clustering, join-z-crm, uplift-analiza",1) NER produktów; 2) Ekstrakcja/klastry fraz; 3) Połączenie ze sprzedażą; 4) Ranking skuteczności.,wieloetapowe:4,,,ZRKiWS,"raczej przez bazę wektorową, ale można spróbować ner; opcjonalny krok - generowanie lepszych komunikatów sprzedażowych przez llm - podpowiedzi","frazy-clustering, frazy-ekstrakcja","frazy-clustering, frazy-ekstrakcja",0,0,0,0,0,0,0,0,1,0,0,0
"wzrost bezpieczeństwa Klienta, NPS",,NPS,"Chcemy by doradcy działali prewencyjnie i nie ignorowali sygnałów w rozmowach, gdy klient nawiązuje do kwestii bezpieczeństwa, zmierzymy w ilu rozmowach doradcy nie reagują na potrzeby klientów odnośnie bezpieczeństwa",,,,"informowanie klientów przez doradców o kwestii bezpieczeństwa w Banku - cyber rescue, przezorność co do haseł/udostępniania karty osobom trzecim itp.",,,Bezpieczeństwo - Edukacja,,,Czy doradca edukuje klienta w temacie bezpieczeństwa i używa właściwych komunikatów?,"bezpieczeństwo, edukacja, frazy-ekstrakcja, baza-wektorowa-bezpieczeństwo, compliance","['bezpieczeństwo', 'edukacja', 'frazy-ekstrakcja', 'baza-wektorowa-bezpieczeństwo', 'compliance']","bezpieczeństwo, edukacja, frazy-ekstrakcja, baza-wektorowa-bezpieczeństwo, compliance",1) Detekcja tematów bezpieczeństwa; 2) Ekstrakcja komunikatów; 3) Ocena kompletności/jakości.,wieloetapowe:2-3,,,ZRKiWS,,frazy-ekstrakcja,frazy-ekstrakcja,0,0,0,0,0,0,0,0,0,1,0,0
Efektywność operacyjna,,minimalizacja strat operacyjnych,"Do budowania nowych modeli antyfraudowych, określania częstotliwości występowania danego fraudu i również budowania świadomości u klientów, określenie jakiego rodzaju fraud wystąpił w rozmowie na podstawie znanych modeli fraudowych - phishing, vishing, fraud inwestycyjny etc.",,,,"Na podstawie słów klienta określa rodzaj fraudu - np.. Klient powie, że wszedł w link, wówczas kategoryzuje to jako phishing",,,Bezpieczeństwo - Liczba i rodzaj fraudów,,,Jak klasyfikować rozmowy do znanych typów fraudów i liczyć ich wolumen?,"bezpieczeństwo, fraud-klasyfikacja, słownik-fraudów, baza-wektorowa-fraudy, retrieval+reranking, frazy-ekstrakcja, fraud","['bezpieczeństwo', 'fraud-klasyfikacja', 'słownik-fraudów', 'baza-wektorowa-fraudy', 'retrieval+reranking', 'frazy-ekstrakcja', 'fraud']","bezpieczeństwo, fraud-klasyfikacja, słownik-fraudów, baza-wektorowa-fraudy, retrieval+reranking, frazy-ekstrakcja, fraud",1) Taksonomia fraudów; 2) Klasyfikacja + ekstrakcja sygnałów; 3) Agregacja/alertowanie.,wieloetapowe:3,,,ZRKiWS,,frazy-ekstrakcja,frazy-ekstrakcja,0,0,0,0,0,0,0,0,0,1,0,0
Wzrost bezpieczeństwa,,minimalizacja strat operacyjnych,"By odpowiednio reagować na nowo pojawiające się metody oszusztów i dopasowywać do tego działania doradców oraz generować odpowiednią komunikację. Stała wiedza na temat aktualnej sytuacji w rozmowach dotyczących fraudu pozwoli na dopasowanie reguł antyfraudowych, procesów i metody działań naszych doradców",,,,"Jeśli w danej liczbie rozmów pojawią się punkty styczne np. klient powie, że ktoś dodał jego kartę do portfela cyfrowego i nie będą one przypisane do znanych nam metod fraudowych (np. nie będzie to vishing) to system będzie odkładał takie rozmowy i wyłapywał tę powtarzalność",,,Bepieczeństwo - Punkty styczne,,,Jak wykrywać nowe/nieznane wzorce fraudowe (nienależące do obecnej taksonomii)?,"bezpieczeństwo, novelty-detection, frazy-clustering,frazy-ekstrakcja, candidate-review, baza-wektorowa-indykatory, fraud","['bezpieczeństwo', 'novelty-detection', 'frazy-clustering', 'frazy-ekstrakcja', 'candidate-review', 'baza-wektorowa-indykatory', 'fraud']","bezpieczeństwo, novelty-detection, frazy-clustering, frazy-ekstrakcja, candidate-review, baza-wektorowa-indykatory, fraud",1) Filtr znanych fraudów; 2) Clustering reszty; 3) Detekcja anomalii/nowych tematów; 4) Przegląd i aktualizacja słownika.,wieloetapowe:4,,,ZRKiWS,"tutaj można by dodać human in the loop - wysyłka do cyber, fraudów, jeśli zaświeci nam się lampa","frazy-clustering, frazy-ekstrakcja","frazy-clustering, frazy-ekstrakcja",0,0,0,0,0,0,0,0,1,0,0,0
"Redukcja liczby reklamacji, wzrost NPS",,"NPS, FCR","Dzięki temu będziemy na bieżąco weryfikować merytorykę doradców i poprawność udzielania odpowiedzi klientom szczególnie na potrzeby badań Newsweek, Instytucja Roku, Forbes, zwiększenie merytoryki, wyodrębnienie osób, które potrzebują dodatkowych szkoleń itp.",,,,"informacje na temat przewalutowania, weryfikacja czy w rozmowie padły wszystkie niezbedne informacje",,,Wiedza merytoryczna - Przewalutowanie,,,Czy doradca przekazał komplet wymaganych informacji dot. przewalutowania?,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia","['checklista-merytoryczna', 'frazy-binary', 'baza-wektorowa-procedury', 'retrieval', 'llm-ocena-pokrycia']","checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",1) Zdefiniować checklistę; 2) Detekcja/odniesienie do wzorca; 3) Ocena pokrycia i raport.,wieloetapowe:3,,,ZRKiWS,dubel 16,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
"Redukcja liczby reklamacji, wzrost NPS",,"NPS, FCR","Dzięki temu będziemy na bieżąco weryfikować merytorykę doradców i poprawność udzielania odpowiedzi klientom szczególnie na potrzeby badań Newsweek, Instytucja Roku, Forbes, zwiększenie merytoryki, wyodrębnienie osób, które potrzebują dodatkowych szkoleń itp.",,,,informacje na temat przelewów walutowych oraz zagranicznych,,,Wiedza merytoryczna - Przelewy walutowe,,,Czy doradca przekazał komplet informacji dot. przelewów walutowych?,"checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia","['checklista-merytoryczna', 'frazy-binary', 'baza-wektorowa-procedury', 'retrieval', 'llm-ocena-pokrycia']","checklista-merytoryczna, frazy-binary, baza-wektorowa-procedury, retrieval, llm-ocena-pokrycia",Analogicznie do przewalutowania: checklista → detekcja → ocena pokrycia.,wieloetapowe:3,,,ZRKiWS,dubel 15,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
"Redukcja liczby reklamacji, wzrost NPS",,"NPS, FCR","By minimalizować udzielanie błędnych odpowiedzi przez doradców, by mierzyć merytorykę oraz skuteczność prowadzonych szkoleń",,,,"weryfikacja udzielanych informacji pełnomocnikom, przedstawicielom ustawowym i współwłaścicielom kont",,,JAO/POG/PUS,,,Czy doradca stosuje poprawne reguły obsługi JAO/POG/PUS?,"compliance, role-uprawnienia, frazy-binary, baza-wektorowa-procedury, retrieval","['compliance', 'role-uprawnienia', 'frazy-binary', 'baza-wektorowa-procedury', 'retrieval']","compliance, role-uprawnienia, frazy-binary, baza-wektorowa-procedury, retrieval",Checklista ról/uprawnień → detekcja → raport naruszeń/braków.,wieloetapowe:3,,,ZRKiWS,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
Wzrost selfservice,,,"Pozwoli na określenie w jak wielu rozmowach doradcy nie proponują selfservice, Edukacja doradców",,,,"weryfikacja czy w rozmowie doradcy informują klientów o możliwościach zdalnych - np.otwarcia konta zdalnie - ""Nie musi Pan/i iść do Oddziału, może Pan/i to zrobić zdalnie""",,,Selfservice,,,Czy doradca promuje możliwości samoobsługi?,"self-service, frazy-binary, asysta-digital","['self-service', 'frazy-binary', 'asysta-digital']","self-service, frazy-binary, asysta-digital",Detekcja fraz promujących samoobsługę; udział w rozmowach obsługowych.,,,,ZRKiWS,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
Eliminowanie nieetycznej sprzedaży,,minimalizacja strat wewnętrznych operacyjnych,"Minimalizowanie nieetycznej sprzedaży , działania doradców zmierzają w tym celu by klient założył kartę kredytową i wówczas przedstawią ofertę retencyjną",,,,Wyłapanie tych sytuacji,,,"Nieuczciwa sprzedaż - wykorzystanie ""Coś ekstra"" przez zespoły utrzymaniowe",,,"Jak wykryć schemat: najpierw sprzedaż KK tylko po to, by od razu użyć oferty retencyjnej (misselling)?","misselling, karta-kredytowa, retencja, pattern-detection, frazy-binary, compliance, timeline","['misselling', 'karta-kredytowa', 'retencja', 'pattern-detection', 'frazy-binary', 'compliance', 'timeline']","misselling, karta-kredytowa, retencja, pattern-detection, frazy-binary, compliance, timeline","Definicja reguł (okna czasowe, sekwencje), detekcja fraz KK→retencja, walidacja na próbkach.",do ustalenia,,,ZRKiWS,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,,,"automatyczna weryfikacja poprawności zapisu, czy dobrze wprowadzona promocja",,,,"Porównanie jaka propozycja utrzymaniowa padła w rozmowie i na jaką klient się zgodził, porownanie z wprowadzoną przez doradcę promocja (prime) oraz zapisem utrzymania (af)",,,Weryfikacja poprawności zapisów utrzymaniowych,,,Jak porównać treść rozmowy z zapisami w systemach (prime/af) i wykryć niezgodności?,"retencja, system-rozmowa-alignment, ekstrakcja-oferty, sts, llm-porównanie, audyt","['retencja', 'system-rozmowa-alignment', 'ekstrakcja-oferty', 'sts', 'llm-porównanie', 'audyt']","retencja, system-rozmowa-alignment, ekstrakcja-oferty, sts, llm-porównanie, audyt",1) Ekstrakcja parametrów oferty z transkrypcji; 2) Pobranie zapisów z systemu; 3) Porównanie; 4) Raport niezgodności.,wieloetapowe:4 (zależne),,,ZRKiWS,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,"Minimalizacja nieetycznych zachowań, badanie jakie propozycje utrzymaniowe padly w rozmowie oraz ile ich padlo",,,,"Reguła weryfikujaca ile oraz jakie propozycje utrzymaniowe padły w rozmowie. Weryfikacja czy doradca podjal probe utrzymania po pierwszej odmowie klienta  oraz badanie jakie oferty sa dla klienta najbardziej atrakcyjne dla klienta. Po interakcji analizuje transkrypcje/rozmowe i przewiduje czy klient był zadowolony z zapropoowanej oferty, czy skorzystał z niej na przeczekania, a i tak zadzowni po jakimś czasie zrezygnować",,,Utrzymanie produktów bankowych,,,"Jak policzyć liczbę i typy propozycji utrzymaniowych, reakcje klienta i intencję rezygnacji?","retencja, frazy-binary, frazy-ekstrakcja, frazy-klient-sentyment, frazy-clustering, llm-podsumowanie","['retencja', 'frazy-binary', 'frazy-ekstrakcja', 'frazy-klient-sentyment', 'frazy-clustering', 'llm-podsumowanie']","retencja, frazy-binary, frazy-ekstrakcja, frazy-klient-sentyment, frazy-clustering, llm-podsumowanie",1) Detekcja/ekstrakcja ofert; 2) Reakcja klienta (sentyment/zgoda); 3) Predykcja intencji; 4) Podsumowanie.,wieloetapowe:4,,,ZRKiWS,,"frazy-binary, frazy-clustering, frazy-ekstrakcja, frazy-klient-sentyment","frazy-binary, frazy-clustering, frazy-ekstrakcja, frazy-klient-sentyment",0,0,1,0,0,0,0,0,0,0,0,0
,,,"mniejsze koszty, wyodrębnimy doradców którzy potrzebują szkoleń z umiejętności miękkich, by sprawdzić możliwości bezkosztowego utrzymania klienta",,,,"weryfikacja czy doradca próbował utrzymać klienta ""na argumenty"" czy przeszedł od razu do propozycji retencyjnej",,,Utrzymanie produktów bankowych,,,"Czy doradca najpierw próbuje utrzymać na argumenty (bez benefitów), czy od razu daje ofertę?","retencja, obiekcje, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentów","['retencja', 'obiekcje', 'frazy-binary', 'frazy-ekstrakcja', 'llm-ocena-argumentow']","retencja, obiekcje, frazy-binary, frazy-ekstrakcja, llm-ocena-argumentow",Binary: próba na argumenty → ekstrakcja argumentów → ocena jakości/sekwencji.,wieloetapowe:3 do ustalenia,,,ZRKiWS,,"frazy-binary, frazy-ekstrakcja","frazy-binary, frazy-ekstrakcja",0,0,0,0,1,0,0,0,0,0,0,0
,,,"Minimalizacja nieetycznych zachowań, by sprawdzić zachowania doradców, które nie są oczekiwanie",,,,"sugerowanie klientowi kontakt w innym terminie z inicjatywy doradcy - np. sytuacja gdy klient ma saldo ujemne na koncie, zamiast zamknąć z 28 - dniowym okresem wypowiedzenia, to doradca proponuje by klient sam zadzwonił po spłacie długu",,,Utrzymanie produktów bankowych,,,Jak wykrywać sugerowanie odroczenia kontaktu zamiast działania tu-i-teraz?,"retencja, frazy-binary","['retencja', 'frazy-binary']","retencja, frazy-binary",Binary detekcja fraz sugerujących przełożenie kontaktu; raport wystąpień.,,,,ZRKiWS,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,,,"automatyczna weryfikacja jakości rozmów, bieżąca weryfikacja rozmów kampanii",,,,Słowa doradcy - weryfikacja czy w rozmowie padły wszystkie niezbędne informacje zgodne z modelem rozmowy danej kampanii,,,Kampania - automatyczna weryfikacja czy padły niebzedne informacje,,,Czy wszystkie elementy modelu rozmowy kampanii zostały zrealizowane?,"kampania, checklista, frazy-binary, baza-wektorowa-scripts, retrieval, llm-ocena-pokrycia","['kampania', 'checklista', 'frazy-binary', 'baza-wektorowa-scripts', 'retrieval', 'llm-ocena-pokrycia']","kampania, checklista, frazy-binary, baza-wektorowa-scripts, retrieval, llm-ocena-pokrycia",Checklista kampanii → detekcja → ocena pokrycia i braki.,wieloetapowe:3,,,ZRKiWS,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
,,,"początek rozmowy wpływa na to czy rozmowa się odbędzie czy nie, skuteczność przeprowadzanych rozmów w kampanii",,,,"rozpoczęcie rozmowy - weryfikacja jak doradca zareagował na słowa klienta, kiedy ten mówił że nie ma czasu rozmawiać. Często doradcy od razu mówią, że zadzwonią w innym terminie zamiast spróbować zachęcić do rozmowy w tym momencie",,,Kampania - skuteczność ropoczęcia połaczenia,,,"Jak doradca reaguje na obiekcję klienta o braku czasu - czy próbuje zachęcić do rozmowy, czy od razu proponuje przełożenie?","obiekcje, frazy-binary, frazy-ekstrakcja,frazy-clustering, scoring-wejścia","['obiekcje', 'frazy-binary', 'frazy-ekstrakcja', 'frazy-clustering', 'scoring-wejścia']","obiekcje, frazy-binary, frazy-ekstrakcja, frazy-clustering, scoring-wejścia",1) Detekcja obiekcji 'brak czasu'; 2) Detekcja reakcji doradcy; 3) Scoring skuteczności.,wieloetapowe:3,,,ZRKiWS,,"frazy-binary, frazy-clustering, frazy-ekstrakcja","frazy-binary, frazy-clustering, frazy-ekstrakcja",0,1,0,0,0,0,0,0,0,0,0,0
Wzrost sprzedaży,,S2S,skuteczność szkolenia,,,,"weryfikacja poziom proponowania Kont dla dzieci, czy w rozmowie słychać dzieci w tle, odniesienie się doradcy do tego gdy klient sam w rozmowie informuje, że ma dzieci",,,Mierzalność szkolenia sprzedażowego Konto dla dziecka oraz ofertowanie produktów skierowanych do rodziców np. ŻiZ,,,"Czy doradca identyfikuje kontekst rodzinny (dzieci w tle, wypowiedzi klienta) i proponuje odpowiednie produkty?","cross-sell, konto-dziecka, ubezpieczenie, frazy-binary, frazy-klient-ekstrakcja, baza-wektorowa-produktów","['cross-sell', 'konto-dziecka', 'ubezpieczenie', 'frazy-binary', 'frazy-klient-ekstrakcja', 'baza-wektorowa-produktów']","cross-sell, konto-dziecka, ubezpieczenie, frazy-binary, frazy-klient-ekstrakcja, baza-wektorowa-produktów",1) Ekstrakcja kontekstu (dzieci); 2) Detekcja ofert dopasowanych; 3) Raport skuteczności; 4) (opcjonalnie) powiązanie ze sprzedażą.,wieloetapowe:3-4,,,ZRKiWS,"czy to z dziećmi nie podejdzie nam pod jakąś etykę? rodo, czy coś?","frazy-binary, frazy-klient-ekstrakcja","frazy-binary, frazy-klient-ekstrakcja",0,0,0,0,0,1,0,0,0,0,0,0
Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,,Poprawa jakości prowadzonych rozmów. Poprawa CX po kontakcie z CC,,,,"Model analizuje dane  z wywiadów pogłębionych, nagrań z CC, czatów – i wykrywa potrzeby, oczekiwania, wartości klientów.",,,Analiza emocji i potrzeb z danych jakościowych,,,"Jakie potrzeby, oczekiwania i wartości klientów można zidentyfikować na podstawie danych jakościowych?","topic-modeling, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie, dashboard","['topic-modeling', 'frazy-ekstrakcja', 'frazy-clustering', 'llm-podsumowanie', 'dashboard']","topic-modeling, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie, dashboard",1) Preprocessing; 2) Tematy/klastry; 3) Emocje; 4) Podsumowania i wizualizacja.,wieloetapowe:4,,,ZDKwKZ,baza wektorowa/mapowanie potrzeby emocje? czy tutaj nie wchodzimy już na działania zakazane? dp weryfikacji,"frazy-clustering, frazy-ekstrakcja","frazy-clustering, frazy-ekstrakcja",0,0,0,0,0,0,0,0,1,0,0,0
Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,,Poprawa jakości prowadzonych rozmów przez doradców w CC,,,,"Model generuje raporty z danych jakościowych i innych źródeł w formie naturalnego języka: Przykład: „W ubiegłym tygodniu 74% klientów, którzy ocenili rozmowę nisko, wspominali o długim czasie oczekiwania. Najczęściej pojawiające się zdanie to: ‘czekam już 10 minut’.” Model sprawdza dane jakościowe i efektywnościowe (np.: czas oczekiwania na IVR).",,,Narratywne dashboardy jakościowe,,,Generowanie dashboradów narracyjnych w oparciu o pozostałe dane z transkrypcji,"llm-podsumowanie, nlg-raporty, retrieval-structured+unstructured, agent","['llm-podsumowanie', 'nlg-raporty', 'retrieval-structured+unstructured', 'agent']","llm-podsumowanie, nlg-raporty, retrieval-structured+unstructured, agent",1) Zasilenie danymi; 2) Szablony/NLG + retrieval; 3) Walidacja źródeł i metryk.,wieloetapowe:3 zależne,,,ZDKwKZ,"agent, który wrzuca podsumowania raportów w modelu subskrypcyjnym - osoby z banku mogą oznaczać, jakiego rodzaju raporty chcą i otrzymują mailing, albo w raporty w teams",,,0,0,0,0,0,0,0,0,0,0,0,0
Wsparcie w przygotowaniach do rankingów jakościowych,,,Osiąganie najwyższych wyników w badaniach jakościowych,,,,"Model może analizować nagrania z udziałem ""tajemniczego klienta"", porównywać je z oczekiwanym scenariuszem i wskazywać różnice, błędy. Model wcielający się w ""tajemniczego klienta"" - pisanie z doradcami w kanale CZAT.",,,"Model jako asystent badań ""Tajemniczego klienta""",,,"Jak porównać rozmowy ze scenariuszami i generować feedback, a w czacie symulować klienta?","tajemniczy-klient, frazy-ekstrakcja, retrieval, baza-wektorowa-skrypty","['tajemniczy-klient', 'frazy-ekstrakcja', 'retrieval', 'baza-wektorowa-skrypty']","tajemniczy-klient, frazy-ekstrakcja, retrieval, baza-wektorowa-skrypty",1) Baza scenariuszy; 2) Porównanie rozmów; 3) Raport różnic,wieloetapowe:4,,,ZDKwKZ,to są dwa zadania - agent tajemniczy klient + analityka scenariuszy tajemniczy klient,frazy-ekstrakcja,frazy-ekstrakcja,0,0,0,0,0,0,0,0,0,1,0,0
,,,,,,,"Model wcielający się w ""tajemniczego klienta"" - pisanie z doradcami w kanale CZAT.",,,Agent tajemniczy klient,,,,"agent, tajemniczy-klient","['agent', 'tajemniczy-klient']","agent, tajemniczy-klient",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,,Poprawa jakości prowadzonych rozmów przez doradców w CC; Możliwość wczesnego reagowania i ponownego kontaktu przed eskalacją.; Automatyczna poprawa FCR przez działania naprawcze zanim klient wróci,,,,"Wykonanie transkrypcji rozmów z niskimi ocenami jakościowymi. Analiza i streszczenie transkrypcji w celu wskazania powodów niskich ocen klientów. Po interakcji analizuje transkrypcje/rozmowe i przewiduje: czy problem został faktycznie rozwiązany (FCR = TAK), czy istnieje wysokie ryzyko, że klient wróci (FCR = NIE), wykrywa niezadowolenie klienta mimo zamknięcia sprawy",,,Obsługa Hot Alertów,,,"Dlaczego klient ocenił rozmowę nisko i czy istnieje ryzyko, że problem nie został faktycznie rozwiązany?","sentyment, llm-podsumowanie, frazy-ekstrakcja, frazy-clustering, fcr-prediction","['sentyment', 'llm-podsumowanie', 'frazy-ekstrakcja', 'frazy-clustering', 'fcr-prediction']","sentyment, llm-podsumowanie, frazy-ekstrakcja, frazy-clustering, fcr-prediction",1) Klasyfikacja/wyciągnięcie przyczyn; 2) Sentyment/ton; 3) Predykcja FCR/ryzyka; 4) Streszczenie i rekomendacja działań.,"wieloetapowe:4 (możliwe, że zależne)",,,ZDKwKZ,,"frazy-clustering, frazy-ekstrakcja","frazy-clustering, frazy-ekstrakcja",0,0,0,0,0,0,0,0,1,0,0,0
Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,,Poprawa jakości prowadzonych rozmów. Poprawa CX po kontakcie z CC,,,,"Wykonanie transkrypcji rozmów następnie analizy i streszczenia pod kątem jakościowym. Zweryfikowanie czy komentarz(głos klienta) łączy się treścią interakcji.  Wskazanie powodów ocen klientów (promotorów, neutralnych, detraktorów). Segmentacja opinii na pozytywne/negatywne/neutrealne. Grupowanie tematów wypowiedzi klientów",,,Analiza głosu klienta z badań FCR Pogłębiony/Badanie Transakcyjne/Relacyjne,,,Czy komentarze klientów w badaniach są spójne z treścią ich rozmów i jakie są główne tematy opinii?,"voice-of-customer, sentiment-segmentation, tema-clustering, consistency-check, fcr, sentyment, topic-modeling, llm-podsumowanie","['voice-of-customer', 'sentiment-segmentation', 'tema-clustering', 'consistency-check', 'fcr', 'sentyment', 'topic-modeling', 'llm-podsumowanie']","voice-of-customer, sentiment-segmentation, tema-clustering, consistency-check, fcr, sentyment, topic-modeling, llm-podsumowanie",1) Linkowanie komentarz↔interakcja; 2) Sentyment/ocena; 3) Tematy/klastry; 4) Podsumowanie powodów.,wieloetapowe:4 (zależne),,,ZDKwKZ,,,,0,0,0,0,0,0,0,0,0,0,0,0
Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,,Poprawa jakości prowadzonych rozmów przez doradców w CC,,,,"Analiza/weryfikacja interakcji  pod katem stosowania przez doradców określonych standardów(elementów modelu rozmowy) w rozmowach z klientami. Przykład„Pokaż mi 50 interkacji z zeszłego tygodnia, gdzie klient był zirytowany brakiem rozwiązania po pierwszym kontakcie” - i model wybierze odpowiednie nagrania/sklasyfikuje co mogło mieć na to wpływ np: doradca czy proces.",,,Weryfikacja rozmów pod kątem standardów jakościowych,,,Czy model rozmowy/standard został zrealizowany; jakie elementy brakują?,"jakość, frazy-binary, retrieval, llm-ocena-pokrycia, filtracja po kryteriach","['jakość', 'frazy-binary', 'retrieval', 'llm-ocena-pokrycia', 'filtracja-po-kryteriach']","jakość, frazy-binary, retrieval, llm-ocena-pokrycia, filtracja-po-kryteriach",Checklista → detekcja → ocena pokrycia + wyszukiwarka z filtrami.,wieloetapowe:3 (zależne),,,ZDKwKZ,,frazy-binary,frazy-binary,1,0,0,0,0,0,0,0,0,0,0,0
