Zespół zgłaszający potrzebę,Projekt,Cel biznesowy,KPI,Opis,Korzyść dla Banku/Obszaru/Zespołu,TAI - refined_zadania,TAI - tagi,TAI - uwagi,TAI - tok myslenia,dodatkowe,NUMER ,NAZWA - PROJEKT,KPI_BC,TYP (BIZNES/PROCES/KONTROLA),WHISPER/NEXIDIA,PRIORYTET,PROBLEM ,TAI-uwagi,TAI-tagi,TAI-refined zadania,OPIS- CO BADAMY ,KORZYŚCIE DLA BANKU/OBSZARU/ZESPOŁU,STRUMIEŃ,STATUS,TAI - tagi_standaryzowane,TAI-tagi_standaryzowane,TAI_tagi_final,pipeline_baza_wektorowa_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_bezpieczeństwo_frazy_ekstrakcja,pipeline_baza_wektorowa_fraudy_fraud_klasyfikacja_frazy_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_indykatory_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_oswiadczenia(procedury)_frazy_binary,pipeline_baza_wektorowa_oświadczenia_baza_wektorowa_produkty_frazy_binary,pipeline_baza_wektorowa_procedury_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_baza_wektorowa_procedury_frazy_binary_retrieval,pipeline_baza_wektorowa_produktów_frazy_binary_frazy_klient_ekstrakcja,pipeline_baza_wektorowa_produktów_frazy_klient_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_promocji_frazy_binary_frazy_ekstrakcja_retrieval+reranking,pipeline_baza_wektorowa_scripts_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_baza_wektorowa_skrypt_frazy_binary_frazy_clustering_frazy_ekstrakcja,pipeline_baza_wektorowa_skrypty_frazy_ekstrakcja_retrieval,pipeline_baza_wektorowa_tematy_frazy_ekstrakcja_kategoryzacja_rozmów_multi_label_klasyfikacja_ret...,pipeline_clustering_multi_channel_klasyfikacja_sentyment_topic_modeling,pipeline_frazy_binary,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_frazy_klient_sentyment,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_frazy_klient_sentyment_llm_podsumowanie,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_ocena_argumentów_scoring_oferty,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_opis_ocena,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_opis_segment,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie,pipeline_frazy_binary_frazy_clustering_frazy_ekstrakcja_scoring_wejścia,pipeline_frazy_binary_frazy_clustering_frazy_klient_sentyment,pipeline_frazy_binary_frazy_ekstrakcja,pipeline_frazy_binary_frazy_ekstrakcja_llm_ocena_argumentacji,pipeline_frazy_binary_frazy_ekstrakcja_llm_ocena_argumentów,pipeline_frazy_binary_frazy_ekstrakcja_pair_classification_agent_client,pipeline_frazy_binary_llm_ocena_pokrycia_retrieval,pipeline_frazy_binary_pair_classification_agent_client,pipeline_frazy_binary_x2,pipeline_frazy_binary_x2_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_clustering_frazy_ekstrakcja,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_sentyment,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_topic_modeling,pipeline_frazy_clustering_frazy_ekstrakcja_llm_podsumowanie_profilu,pipeline_frazy_ekstrakcja_llm_różnice,pipeline_frazy_emocje_sentyment_czasowy,pipeline_kategoryzacja_rozmów_scoring_doradcy,pipeline_llm_klasyfikacja→skala,pipeline_llm_podsumowanie_retrieval_structured+unstructured,pipeline_llm_podsumowanie_sentyment_tema_clustering_topic_modeling,pipeline_llm_porównanie,pipeline_retrieval,pipeline_scoring
ZDKwKZ,"Model jako asystent badań ""Tajemniczego klienta""",Wsparcie w przygotowaniach do rankingów jakościowych,,"Model może analizować nagrania z udziałem ""tajemniczego klienta"", porównywać je z oczekiwanym scenariuszem i wskazywać różnice, błędy. Model wcielający się w ""tajemniczego klienta"" - pisanie z doradcami w kanale CZAT.",Osiąganie najwyższych wyników w badaniach jakościowych,"Jak porównać rozmowy ze scenariuszami i generować feedback, a w czacie symulować klienta?","tajemniczy-klient, frazy-ekstrakcja, retrieval, baza-wektorowa-skrypty",wieloetapowe:4,1) Baza scenariuszy; 2) Porównanie rozmów; 3) Raport różnic,to są dwa zadania - agent tajemniczy klient + analityka scenariuszy tajemniczy klient,,,,,,,,,,,,,,,"tajemniczy-klient, frazy-ekstrakcja, retrieval, baza-wektorowa-skrypty",,"tajemniczy-klient, frazy-ekstrakcja, retrieval, baza-wektorowa-skrypty",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,20.0,Możliwość wyboru sposobu finalizacji,NPS,PROCES,,1.0,"Propozycja wyboru ścieżki finalizacji czy BBC czy E2E, zamiast only BBC a dopiero w przypadku obiekcji E2E lub BR","prośba o wyjaśnienie skrótów (BBC, E2E, BR) doprecyzowanie - możliwe, że będzie można zrealizować to pod jednym klasyfikatorem na zasadzie lub","finalizacja, frazy-binary, service",Czy doradca przedstawia klientowi możliwość wyboru sposobu finalizacji (BBC/E2E/BR) zamiast narzucać jeden sposób?,"% propozycji ""czy"" z opcją wyboru przy finalizacji po stronie konsultanta",wzrost udziału Remote Sales,ODZ,,,"finalizacja, frazy-binary, service","finalizacja, frazy-binary, service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDKwKZ,Nadawanie kategorii rozmów na podstawie treści rozmowy ,Poprawa wskaźników jakościowych FCR/NPS/Sat NET i kompetencji Doradców,,"Grupowanie rozmów doradców(TEL., CZAT, VIDEO, MAIL) według tematów. Identyfikacja który temat w rozmowie był dominujący. Grupowanie konkretnych kategorii pod kątem wpływu na doświadczenia klienta np.: chcielibyśmy wiedzieć w ilu % rozmów dot. karty kredytowej wydźwięk rozmowy był negatywny ze względu np.:  emocje; cechy produktu itp. ",Zwiększenie efektywności przy pracy nad badaniem głosu klienta,Jak kategoryzować i grupować rozmowy multi-kanałowo oraz mierzyć dominujące tematy i ich wydźwięk?,"multi-channel-klasyfikacja, topic-modeling, dominujący-temat, sentyment, clustering",wieloetapowe:4,1) Normalizacja kanałów; 2) Klasyfikacja tematów; 3) Dominujący temat; 4) Sentyment/klastry.,,,,,,,,,,,,,,,,"multi-channel-klasyfikacja, topic-modeling, dominujący-temat, sentyment, clustering",,"multi-channel-klasyfikacja, topic-modeling, dominujący-temat, sentyment, clustering",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDKwKZ,Narratywne dashboardy jakościowe ,Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,"Model generuje raporty z danych jakościowych i innych źródeł w formie naturalnego języka: Przykład: „W ubiegłym tygodniu 74% klientów, którzy ocenili rozmowę nisko, wspominali o długim czasie oczekiwania. Najczęściej pojawiające się zdanie to: ‘czekam już 10 minut’.” Model sprawdza dane jakościowe i efektywnościowe (np.: czas oczekiwania na IVR). ",Poprawa jakości prowadzonych rozmów przez doradców w CC,Generowanie dashboradów narracyjnych w oparciu o pozostałe dane z transkrypcji,"llm-podsumowanie, nlg-raporty, retrieval-structured+unstructured, agent",wieloetapowe:3 zależne ,1) Zasilenie danymi; 2) Szablony/NLG + retrieval; 3) Walidacja źródeł i metryk.,"agent, który wrzuca podsumowania raportów w modelu subskrypcyjnym - osoby z banku mogą oznaczać, jakiego rodzaju raporty chcą i otrzymują mailing, albo w raporty w teams",,,,,,,,,,,,,,,"llm-podsumowanie, nlg-raporty, retrieval-structured+unstructured, agent",,"llm-podsumowanie, nlg-raporty, retrieval-structured+unstructured, agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,4.0,Nazwa Query :Rezygnacja_z_produktu_ - konto osobiste ,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,2.0,Rezygnacja z produktu/zamiana na konto Select  ,potrzeba doprecyzowania: w jakim kontekście klient rezygnuje z produktu i co oznacza zmiana na konto Select?,"rezygnacja, frazy-binary, konto-osobiste, select",,Linia Select IN. ,% wzrost konwersji z utrzymania produktu ,SELECT,,,"rezygnacja, frazy-binary, konto-osobiste, select","rezygnacja, frazy-binary, konto-osobiste, select",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,5.0,Nazwa Query: Poczta Glosowa ,NPS,KONTROLA,,3.0,Zbyt wysoki % poczty głosowej na rozmowach wychodzących ,wieloetapowe:2 - do doprecyzowania zadanie związane z mierzeniem poczty głosowej,"service, poczta-głosowa, frazy-binary, call-duration","Czy doradca utrzymuje połączenie z pocztą głosową, a nie rozłącza się po nagraniu wiadomości/usłyszeniu, że jest to poczta głosowa",Weryfikacja rozmów wychodzących trafiających na pocztę głosową. Docelowo wyszukanie przetrzymywania poczty głosowej przez doradców. ,% spadek  poczty głosowej w rozmowach wychodzących ,ODZ,,,"service, poczta-głosowa, frazy-binary, call-duration","service, poczta-głosowa, frazy-binary, call-duration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,"Nieuczciwa sprzedaż - wykorzystanie ""Coś ekstra"" przez zespoły utrzymaniowe",Eliminowanie nieetycznej sprzedaży,minimalizacja strat wewnętrznych operacyjnych,Wyłapanie tych sytuacji,"Minimalizowanie nieetycznej sprzedaży , działania doradców zmierzają w tym celu by klient założył kartę kredytową i wówczas przedstawią ofertę retencyjną","Jak wykryć schemat: najpierw sprzedaż KK tylko po to, by od razu użyć oferty retencyjnej (misselling)?","misselling, karta-kredytowa, retencja, pattern-detection, frazy-binary, compliance, timeline",do ustalenia,"Definicja reguł (okna czasowe, sekwencje), detekcja fraz KK→retencja, walidacja na próbkach.",,,,,,,,,,,,,,,,"misselling, karta-kredytowa, retencja, pattern-detection, frazy-binary, compliance, timeline",,"misselling, karta-kredytowa, retencja, pattern-detection, frazy-binary, compliance, timeline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,67.0,Obowiązki informacyjne,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,Czy Doradcy proponują bbc dla niekaptowalnego dochodu,"czy robimy po komunikacji, że dochód jest nieakcpetowalny, czy podciągamy dane z bazy","frazy-binaryx2, ofertowanie, self-service, obowiazki-informacyjne,obowiazki-informacyjne","Czy doradcy proponują BBC dla nieakceptowalnego dochodu lub niewystarczającej zdolności, mimo braku możliwości? ","Doradcy proponują bbc mimo, że dochód jest nieakceptowalny / zagraniczny lub klient samodzielnie nie ma zdolności ( rekomendują doliczenie dochodu np.;"" meża, żony )",Postępowanie zgodnie z regulacjami,ODZ,,,"frazy-binary-x2, ofertowanie, self-service, obowiazki-informacyjne","frazy-binary-x2, ofertowanie, self-service, obowiazki-informacyjne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,68.0,Obowiązki informacyjne,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,"Czy Doradcy prawidłowo odczytują wymagane oświadczenia do procesu: MZI, APK, Regułka o Agencie, oswiadczenia do e2e",ustalenie,"frazy-binary, baza-wektorowa-produkty, baza-wektorowa-oświadczenia,service","Czy doradcy prawidłowo odczytują wymagane oświadczenia (MZI, APK, Regułka o Agencie, oświadczenia e2e) i używają pełnych nazw produktów?",Doradcy nie odczytują w pełni poprawnie wszystkich oświadczeń lub nie podają pełnej nazwy produktu np. karta zamiast karta kredytowa,Postepowanie zgodnie z regulacjami,ODZ,,,"frazy-binary, baza-wektorowa-produkty, baza-wektorowa-oświadczenia, service","frazy-binary, baza-wektorowa-produkty, baza-wektorowa-oświadczenia, service",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,70.0,Obowiązki informacyjne,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,Czy Doradcy prawidłowo wykonuja identyfikację quizową ,,"frazy-binary, obowiązki-informacyjne, service","Czy doradcy  wykonują identyfikację quizową (potwierdzają nazwisko, numer telefonu, miejscowość, adres e-mail) przed wysłaniem kodu SMS?","Doradcy nie potwierdzją nazwiska Klienta, numeru tel przed wysyłka sms kodu, oraz przyjmuja błedną miejscowośc z adresu, adres mailowy",Złamanie tajemnicy bankowej,ODZ,,,"frazy-binary, obowiązki-informacyjne, service","frazy-binary, obowiązki-informacyjne, service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDKwKZ,Obsługa Hot Alertów,Poprawa wskaźników jakościowych FCR/NPS/Sat NET,,"Wykonanie transkrypcji rozmów z niskimi ocenami jakościowymi. Analiza i streszczenie transkrypcji w celu wskazania powodów niskich ocen klientów. Po interakcji analizuje transkrypcje/rozmowe i przewiduje: czy problem został faktycznie rozwiązany (FCR = TAK), czy istnieje wysokie ryzyko, że klient wróci (FCR = NIE), wykrywa niezadowolenie klienta mimo zamknięcia sprawy",Poprawa jakości prowadzonych rozmów przez doradców w CC; Możliwość wczesnego reagowania i ponownego kontaktu przed eskalacją.; Automatyczna poprawa FCR przez działania naprawcze zanim klient wróci,"Dlaczego klient ocenił rozmowę nisko i czy istnieje ryzyko, że problem nie został faktycznie rozwiązany?","sentyment, llm-podsumowanie, frazy-ekstrakcja, frazy-clustering, fcr-prediction","wieloetapowe:4 (możliwe, że zależne)",1) Klasyfikacja/wyciągnięcie przyczyn; 2) Sentyment/ton; 3) Predykcja FCR/ryzyka; 4) Streszczenie i rekomendacja działań.,,,,,,,,,,,,,,,,"sentyment, llm-podsumowanie, frazy-ekstrakcja, frazy-clustering, fcr-prediction",,"sentyment, llm-podsumowanie, frazy-ekstrakcja, frazy-clustering, fcr-prediction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZDKwKZ,Obsługa odpowiedzi niestandardowych FCR/NPS,Optymalizacja procesu ankietowania klientów,,Weryfikacja/Analiza nietypowych odpowiedzi klientów na ankiety jakościowe FCR/NPS w połączeniu z sugestią zmiany na właściwą ocenę. ,Uzyskiwanie bardziej precyzyjnych ocen klientów,Czy nietypowe odpowiedzi klientów w ankietach FCR/NPS wymagają korekty na właściwą ocenę liczbową?,"free-text-normalizacja, llm-klasyfikacja→skala, suggestion-engine, audyt-zmian",wieloetapowe:3,1) Klasyfikacja treści do skali; 2) Uzasadnienie/ślad audytowy; 3) Propozycja korekty.,,,,,,,,,,,,,,,,"free-text-normalizacja, llm-klasyfikacja→skala, suggestion-engine, audyt-zmian",,"free-text-normalizacja, llm-klasyfikacja→skala, suggestion-engine, audyt-zmian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZRKiWS,Ocena jakości propozycji sprzedażowych doradców,Wzrost sprzedaży,SC,"Czy doradca powiedział o ofercie kredytu wyłącznie kierując klienta do zakładki Oferta czy jednak zaproponował dany produkt mowiąc o nim szerzej (wówczas stwierdzamy że mamy do czynienia z efektywnym i jakościowym ofertowaniem i takim, które ma większą szansę na przełożenie się na sprzedaż)","chcemy na bieżąco weryfikować jakość propozycji doradców, wyodrębnimy doradców, którzy potrzebują doszkolenia","Jak odróżnić ""puste"" odesłanie do zakładki Oferta od jakościowego ofertowania (język korzyści, obiekcje, CTA) i ocenić jego jakość?"," ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-ocena-argumentów, scoring-oferty",wieloetapowe:3,"1) Binary: czy było ofertowanie; 2) Ekstrakcja i klasteryzacja argumentów; 3) LLM/klasyfikator oceny jakości (skala), walidacja vs sprzedaż.",ekstrakcja fraz i llm ocena jakości jest opcjonalne dla mnie - ale fajny dodatek,,,,,,,,,,,,,,,"ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-ocena-argumentów, scoring-oferty",,"ofertowanie, frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-ocena-argumentów, scoring-oferty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,6.0,Ofertowanie kart przy rozmowach kredytowych,"SR (Sales Revenue), SV (Sales Volumen)",BIZNES,,1.0,brak dodatkowej propozycji,,"ofertowanie, frazy-binary, karta-kredytowa, kredyt-got","Czy podczas rozmowy telefonicznej o produkcie kredytowym, doradca proponuje ofertę karty kredytowej",Jak często pada oferta Karty kredytwoej w rozmowach kredytowych,wzrost ofertowania/sprzedaży KK,ODZ,,,"ofertowanie, frazy-binary, karta-kredytowa, kredyt-got","ofertowanie, frazy-binary, karta-kredytowa, kredyt-got",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Oferty specjalne/Promocje,Wzrost sprzedaży ,"SC, E2E","najlepsze rozwiązania i promocje, które dzieją się w Banku","Pozwoli na stałą weryfikację wykorzystywania ofert specjalnych w Banku, wyodrębnimy doradców, którzy nie mają skłonności do propozycji dodatkowych opcji dla klientów",Jak wykrywać odniesienia do ofert/promocji i mierzyć ich użycie per temat/produkt?,"promocje, frazy-binary, frazy-ekstrakcja, baza-wektorowa-promocji, retrieval+reranking,",wieloetapowe:3,1) Słownik/wektorowa baza promocji; 2) Detekcja i ekstrakcja; 3) Agregacja vs sprzedaż.,"potencjał do mierzenia nie tylko per doradx, ale również per produkt - czym mamy wystarczającą ilość proponowania danego produktu/rpomocji (w np. wybranych grupach, z podziałem na segmenty), i porównywać przy jakiej ilości propozycji obserwujemy wystarczającą sprzedaż",,,,,,,,,,,,,,,"promocje, frazy-binary, frazy-ekstrakcja, baza-wektorowa-promocji, retrieval+reranking, ",,"promocje, frazy-binary, frazy-ekstrakcja, baza-wektorowa-promocji, retrieval+reranking, ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,66.0,Pobieranie raportu BIK ,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,1.0,Czy Doradcy wykonują badanie zdolności po pobraniu raportu BIK,prośba o doprecyzowanie - co tutaj badamy,"frazy-binary, frazy-ekstrakcja, bik, analiza-zdolności, kredyt-got","Czy doradcy wykonują badanie zdolności po pobraniu raportu BIK, czy jedynie przeglądają raport bez analizy?",Doradcy często pobierja raport BIK dla podglądu zobowiązań Klienta ( symulacja 0 ),Zwiększenie wolumenu sprzedaży,ODZ,,,"frazy-binary, frazy-ekstrakcja, bik, analiza-zdolności, kredyt-got","frazy-binary, frazy-ekstrakcja, bik, analiza-zdolności, kredyt-got",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,13.0,Powody odmów,NPS,KONTROLA,,2.0,,wieloetapowe:3,"powody-odmow, frazy-binary, frazy-ekstrakcja, frazy-clustering","Zidentyfikować najczęstsze powody odmów ze strony klientów; wyodrębnić sformułowania opisujące powody, zgrupować je i podać przykłady.",,,ODZ,,,"powody-odmow, frazy-binary, frazy-ekstrakcja, frazy-clustering","powody-odmow, frazy-binary, frazy-ekstrakcja, frazy-clustering",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,85.0,Pozyskiwanie dat końca polis,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,2.0,Niska ilość miesięczna dat końca polis,,"frazy-binary, ubezpieczenia",Czy doradcy pytają klientów o datę końca polisy ubezpieczeniowej,Czy doradcy pytają o datę końca polisy ,Zwiększona ilość zostawionych dat końca polis,,,,"frazy-binary, ubezpieczenia","frazy-binary, ubezpieczenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,74.0,Proces kredytowy i oferta,NPS,PROCES,,2.0,Konkurencyjność innych banków,wieloetapowe:4,"frazy-binary, frazy-ekstrakcja,frazy-clustering,llm-podsumowanie, opinie, kredyt-got, ofertowanie,nps",Analiza wypowiedzi klientów na temat oferty kredytu oraz postrzegania konkurencji; jakie opinie i frazy pojawiają się w rozmowach?,Opinie klientów na temat oferty,Personalizacja oferty dla klienta w BBC,ODZ,,,"frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie, opinie, kredyt-got, ofertowanie, nps","frazy-binary, frazy-ekstrakcja, frazy-clustering, llm-podsumowanie, opinie, kredyt-got, ofertowanie, nps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,79.0,Procesy obsługowe na Linii Select ,SL,PROCES,,1.0,Zbyt niski SL,"wieloetapowe:2 - prośba o zdefiniowanie zadania, doprecyzowanie","service, procesy-analiza, segmentacja-procesów, select, vb","Analiza skali procesów obsługowych na linii Select; identyfikacja powtarzających się procesów, które można przekierować na VB (VoiceBot).","Skale procesów, weryfikacja czy procesy się powtarzają i które można przekierować na VB","Wyższy SL, klient załatwia swoja sprawę szybciej, zwiększenie efektywności doradcy",Select,,,"service, procesy-analiza, segmentacja-procesów, select, vb","service, procesy-analiza, segmentacja-procesów, select, vb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,77.0,Produkty inwestycyjne,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",KONTROLA,,2.0,"Zakończenie rozmowy na etapy wachlarza lub ankiety, nie dokończenie zakupu.",wieloetapowe:3 (opcjonalnie 4 z podsumowaniem llm) - prośba o doprecyzowanie czym jest wachlarz,"frazy-binary, frazy-ekstrakcja, frazy-clustering, inwestycje, rezygnacja","Analiza rozmów o produktach inwestycyjnych, w których klient nie finalizuje zakupu; jakie powody i frazy pojawiają się na etapie ankiety lub wachlarza?",Dlaczego klient nie skorzystał z oferty?,Wzrost sprzedaży produktów inwestycyjnych,Select/ PB,,,"frazy-binary, frazy-ekstrakcja, frazy-clustering, inwestycje, rezygnacja","frazy-binary, frazy-ekstrakcja, frazy-clustering, inwestycje, rezygnacja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,86.0,Propozycja dodatkowego produktu w kampaniach ubezpieczeniowych,"Quality Score (ocena jakości rozmowy), Missed Information Rate ( wskaźnik brakujących elementów  w rozmowie )",BIZNES,,1.0,Niska sprzedaż ,,"frazy-binary, ubezpieczenia, kampania, cross-sell","W kampaniach ubezpieczeniowych, czy doradcy proponują klientom dodatkowy produkt?",,,,,,"frazy-binary, ubezpieczenia, kampania, cross-sell","frazy-binary, ubezpieczenia, kampania, cross-sell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZRKiWS,Propozycja finalizacji zdalnej,Wzrost sprzedaży,"SC, E2E",Wykrywanie fraz dotyczących propozycji wspólnego przejścia założenia produktu w bankowości elektronicznej,"Digitalizacja selfservice, ",Czy doradca zaproponował asystę digital i wspólne przejście procesu zdalnego?,"self-service, asysta-digital, frazy-binary, finalizacja-zdalna",,Binary detekcja fraz asysty digital i CTA do przejścia procesu; raport udziału.,,,,,,,,,,,,,,,,"self-service, asysta-digital, frazy-binary, finalizacja-zdalna",,"self-service, asysta-digital, frazy-binary, finalizacja-zdalna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,72.0,Propozycje PSK,"FCR, NPS",PROCES,,3.0,Duża ilość nieaktualnych lub brak ankiety u klientów,"Prośba o doprecyzowanie, czy chodzi o propozycje wypełnienia psk?","service, frazy-binary, kyc,nps","Czy doradca proponuje mobilną autoryzację (MA) podczas weryfikacji PSK? Proszę o wyjaśnienie, czym jest PSK.",Weryfikacja czy doradca zaproponował MA,Wzrost zrealizowanych ankiet,ODZ,,,"service, frazy-binary, kyc, nps","service, frazy-binary, kyc, nps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,81.0,Przelewy podobnie jak OPPT,SL,PROCES,,2.0,Chemy żeby klient mógł samodzielnie potwierdzić ilość zlecone przelewy (dostepnosć w innych bankach),"potrzeba doprecyzowania, co oznacza OPPT i jaki jest cel zadania","przelewy, self-service, blokady",Czy klient może samodzielnie potwierdzić liczbę zleconych przelewów i jakie są przeszkody (np. blokady)? ,Zasadność blokad,"efektywność doradcy, przekierowanie odblokowywania do voice bota",ODZ,,,"przelewy, self-service, blokady","przelewy, self-service, blokady",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
